Time SWH_juv_0_Migrating_Biomass(tonnes) SWH_juv_0_Total_biomass(tonnes) SWH_juv_0_Prop_Migrating SWH_ad_0_Migrating_Biomass(tonnes) SWH_ad_0_Total_biomass(tonnes) SWH_ad_0_Prop_Migrating HWH_juv_0_Migrating_Biomass(tonnes) HWH_juv_0_Total_biomass(tonnes) HWH_juv_0_Prop_Migrating HWH_ad_0_Migrating_Biomass(tonnes) HWH_ad_0_Total_biomass(tonnes) HWH_ad_0_Prop_Migrating MWH_juv_0_Migrating_Biomass(tonnes) MWH_juv_0_Total_biomass(tonnes) MWH_juv_0_Prop_Migrating MWH_ad_0_Migrating_Biomass(tonnes) MWH_ad_0_Total_biomass(tonnes) MWH_ad_0_Prop_Migrating FWH_juv_0_Migrating_Biomass(tonnes) FWH_juv_0_Total_biomass(tonnes) FWH_juv_0_Prop_Migrating FWH_ad_0_Migrating_Biomass(tonnes) FWH_ad_0_Total_biomass(tonnes) FWH_ad_0_Prop_Migrating HOS_juv_0_Migrating_Biomass(tonnes) HOS_juv_0_Total_biomass(tonnes) HOS_juv_0_Prop_Migrating HOS_ad_0_Migrating_Biomass(tonnes) HOS_ad_0_Total_biomass(tonnes) HOS_ad_0_Prop_Migrating PEL_juv_0_Migrating_Biomass(tonnes) PEL_juv_0_Total_biomass(tonnes) PEL_juv_0_Prop_Migrating PEL_ad_0_Migrating_Biomass(tonnes) PEL_ad_0_Total_biomass(tonnes) PEL_ad_0_Prop_Migrating MAC_juv_0_Migrating_Biomass(tonnes) MAC_juv_0_Total_biomass(tonnes) MAC_juv_0_Prop_Migrating MAC_ad_0_Migrating_Biomass(tonnes) MAC_ad_0_Total_biomass(tonnes) MAC_ad_0_Prop_Migrating BWH_juv_0_Migrating_Biomass(tonnes) BWH_juv_0_Total_biomass(tonnes) BWH_juv_0_Prop_Migrating BWH_ad_0_Migrating_Biomass(tonnes) BWH_ad_0_Total_biomass(tonnes) BWH_ad_0_Prop_Migrating
1.460000e+03 1.772039e+04 1.772039e+04 1.000000e+00 1.249790e+05 1.386660e+05 9.012958e-01 1.508927e+04 1.508927e+04 1.000000e+00 1.066507e+05 1.066507e+05 1.000000e+00 1.872031e+05 1.872031e+05 1.000000e+00 4.232323e+05 4.232323e+05 1.000000e+00 2.043460e+05 2.043460e+05 1.000000e+00 5.393113e+05 5.393113e+05 1.000000e+00 0.000000e+00 1.324687e+04 0.000000e+00 0.000000e+00 3.024518e+04 0.000000e+00 0.000000e+00 8.723288e+04 0.000000e+00 0.000000e+00 3.780693e+05 0.000000e+00 3.346779e+06 3.346779e+06 1.000000e+00 9.846690e+05 9.846690e+05 1.000000e+00 0.000000e+00 5.616754e+05 0.000000e+00 0.000000e+00 2.815030e+06 0.000000e+00
1.533000e+03 1.772039e+04 1.772039e+04 1.000000e+00 1.249790e+05 1.387969e+05 9.004453e-01 4.071096e+03 1.340692e+04 3.036562e-01 3.191872e+04 1.032631e+05 3.091009e-01 5.616094e+04 1.872576e+05 2.999128e-01 1.269697e+05 4.235555e+05 2.997711e-01 6.130381e+04 2.043673e+05 2.999689e-01 1.617934e+05 5.395484e+05 2.998682e-01 0.000000e+00 1.227527e+04 0.000000e+00 0.000000e+00 3.190192e+04 0.000000e+00 0.000000e+00 8.785491e+04 0.000000e+00 0.000000e+00 4.195534e+05 0.000000e+00 3.346779e+06 3.346779e+06 1.000000e+00 9.846690e+05 9.846690e+05 1.000000e+00 0.000000e+00 5.902097e+05 0.000000e+00 2.060727e+06 2.060727e+06 1.000000e+00
1.606000e+03 1.259258e-10 1.567364e+04 8.034242e-15 8.881446e-10 1.396993e+05 6.357546e-15 2.893960e-11 1.349464e+04 2.144526e-15 2.269905e-10 1.034165e+05 2.194916e-15 3.988223e-10 1.674900e+05 2.381171e-15 9.023276e-10 4.259893e+05 2.118193e-15 4.358037e-10 1.839601e+05 2.369012e-15 1.149779e-09 5.413406e+05 2.123947e-15 0.000000e+00 1.338712e+04 0.000000e+00 0.000000e+00 3.100803e+04 0.000000e+00 0.000000e+00 1.953883e+05 0.000000e+00 0.000000e+00 4.264421e+05 0.000000e+00 2.077421e+06 2.077421e+06 1.000000e+00 3.478664e+06 3.478664e+06 1.000000e+00 1.675786e+05 3.944616e+05 4.248286e-01 0.000000e+00 2.420385e+06 0.000000e+00
1.679000e+03 1.259258e-10 1.372083e+04 9.177711e-15 8.881446e-10 1.407221e+05 6.311338e-15 2.893960e-11 1.386359e+04 2.087454e-15 2.269905e-10 1.037821e+05 2.187184e-15 3.988223e-10 1.903405e+05 2.095310e-15 9.023276e-10 4.351704e+05 2.073504e-15 4.358037e-10 1.950906e+05 2.233853e-15 1.149779e-09 5.466270e+05 2.103407e-15 0.000000e+00 1.355316e+04 0.000000e+00 0.000000e+00 3.225857e+04 0.000000e+00 0.000000e+00 1.009861e+05 0.000000e+00 0.000000e+00 4.983775e+05 0.000000e+00 8.444581e-09 3.567946e+06 2.366791e-15 1.412841e-08 1.441744e+06 9.799526e-15 1.675786e+05 4.580066e+05 3.658868e-01 0.000000e+00 2.709594e+06 0.000000e+00
1.752000e+03 1.259258e-10 1.222839e+04 1.029782e-14 8.881446e-10 1.418088e+05 6.262973e-15 2.893960e-11 1.429242e+04 2.024822e-15 2.269905e-10 1.041809e+05 2.178811e-15 3.988223e-10 1.968935e+05 2.025574e-15 8.902037e-10 4.498044e+05 1.979091e-15 4.358037e-10 2.039458e+05 2.136860e-15 1.149779e-09 5.522825e+05 2.081868e-15 0.000000e+00 1.389416e+04 0.000000e+00 0.000000e+00 3.354489e+04 0.000000e+00 0.000000e+00 9.071786e+04 0.000000e+00 0.000000e+00 5.661620e+05 0.000000e+00 3.383401e+06 3.383401e+06 1.000000e+00 1.059066e+06 1.059066e+06 1.000000e+00 1.675786e+05 5.221658e+05 3.209298e-01 0.000000e+00 3.010839e+06 0.000000e+00
1.825000e+03 1.776400e+04 1.776400e+04 1.000000e+00 1.224667e+05 1.358829e+05 9.012665e-01 1.463217e+04 1.463217e+04 1.000000e+00 1.044907e+05 1.044907e+05 1.000000e+00 2.014868e+05 2.014868e+05 1.000000e+00 4.315326e+05 4.315326e+05 1.000000e+00 2.096540e+05 2.096540e+05 1.000000e+00 5.435062e+05 5.435062e+05 1.000000e+00 0.000000e+00 1.394343e+04 0.000000e+00 0.000000e+00 3.481057e+04 0.000000e+00 0.000000e+00 8.972754e+04 0.000000e+00 0.000000e+00 6.303787e+05 0.000000e+00 3.383401e+06 3.383401e+06 1.000000e+00 1.059066e+06 1.059066e+06 1.000000e+00 0.000000e+00 5.878482e+05 0.000000e+00 0.000000e+00 3.322782e+06 0.000000e+00
1.898000e+03 1.776400e+04 1.776400e+04 1.000000e+00 1.224667e+05 1.360247e+05 9.003270e-01 3.949407e+03 1.292761e+04 3.055017e-01 3.104295e+04 1.002777e+05 3.095698e-01 6.044605e+04 2.014473e+05 3.000588e-01 1.294598e+05 4.317290e+05 2.998635e-01 6.289621e+04 2.095502e+05 3.001487e-01 1.630519e+05 5.436640e+05 2.999129e-01 0.000000e+00 1.278881e+04 0.000000e+00 0.000000e+00 3.634769e+04 0.000000e+00 0.000000e+00 9.005540e+04 0.000000e+00 0.000000e+00 6.872680e+05 0.000000e+00 3.383401e+06 3.383401e+06 1.000000e+00 1.059066e+06 1.059066e+06 1.000000e+00 0.000000e+00 6.168262e+05 0.000000e+00 2.424515e+06 2.424515e+06 1.000000e+00
1.971000e+03 1.262360e-10 1.577014e+04 8.004746e-15 8.703579e-10 1.370707e+05 6.349700e-15 2.806275e-11 1.296100e+04 2.165169e-15 2.206885e-10 1.003189e+05 2.199870e-15 4.299960e-10 1.786993e+05 2.406255e-15 9.199407e-10 4.332125e+05 2.123532e-15 4.466197e-10 1.873517e+05 2.383857e-15 1.158717e-09 5.447073e+05 2.127229e-15 0.000000e+00 1.374611e+04 0.000000e+00 0.000000e+00 3.467928e+04 0.000000e+00 0.000000e+00 2.079420e+05 0.000000e+00 0.000000e+00 6.350096e+05 0.000000e+00 2.156333e+06 2.156333e+06 1.000000e+00 3.564385e+06 3.564385e+06 1.000000e+00 1.739448e+05 4.061158e+05 4.283133e-01 0.000000e+00 2.677044e+06 0.000000e+00
2.044000e+03 1.262360e-10 1.386849e+04 9.102360e-15 8.703579e-10 1.382874e+05 6.293833e-15 2.806275e-11 1.327575e+04 2.113836e-15 2.206885e-10 1.006619e+05 2.192373e-15 4.299960e-10 1.999883e+05 2.150106e-15 9.199407e-10 4.420727e+05 2.080972e-15 4.466197e-10 1.977639e+05 2.258348e-15 1.158717e-09 5.496075e+05 2.108263e-15 0.000000e+00 1.380313e+04 0.000000e+00 0.000000e+00 3.547704e+04 0.000000e+00 0.000000e+00 1.028051e+05 0.000000e+00 0.000000e+00 7.286716e+05 0.000000e+00 8.766032e-09 3.619805e+06 2.421686e-15 1.447594e-08 1.512603e+06 9.570220e-15 1.739448e+05 4.722677e+05 3.683182e-01 0.000000e+00 3.009253e+06 0.000000e+00
2.117000e+03 1.262360e-10 1.242204e+04 1.016225e-14 8.703579e-10 1.395758e+05 6.235738e-15 2.806275e-11 1.365508e+04 2.055114e-15 2.206885e-10 1.010524e+05 2.183903e-15 4.299960e-10 2.043932e+05 2.103769e-15 9.031915e-10 4.552244e+05 1.984058e-15 4.466197e-10 2.062581e+05 2.165344e-15 1.158717e-09 5.550568e+05 2.087565e-15 0.000000e+00 1.413753e+04 0.000000e+00 0.000000e+00 3.669357e+04 0.000000e+00 0.000000e+00 9.193313e+04 0.000000e+00 0.000000e+00 8.171909e+05 0.000000e+00 3.442061e+06 3.442061e+06 1.000000e+00 1.127129e+06 1.127129e+06 1.000000e+00 1.739448e+05 5.388010e+05 3.228368e-01 0.000000e+00 3.356050e+06 0.000000e+00
2.190000e+03 1.784892e+04 1.784892e+04 1.000000e+00 1.191407e+05 1.321883e+05 9.012947e-01 1.396295e+04 1.396295e+04 1.000000e+00 1.013627e+05 1.013627e+05 1.000000e+00 2.079984e+05 2.079984e+05 1.000000e+00 4.374623e+05 4.374623e+05 1.000000e+00 2.116106e+05 2.116106e+05 1.000000e+00 5.479608e+05 5.479608e+05 1.000000e+00 0.000000e+00 1.423597e+04 0.000000e+00 0.000000e+00 3.833031e+04 0.000000e+00 0.000000e+00 9.072927e+04 0.000000e+00 0.000000e+00 9.009680e+05 0.000000e+00 3.442061e+06 3.442061e+06 1.000000e+00 1.127129e+06 1.127129e+06 1.000000e+00 0.000000e+00 6.064224e+05 0.000000e+00 0.000000e+00 3.714554e+06 0.000000e+00
2.263000e+03 1.784892e+04 1.784892e+04 1.000000e+00 1.191407e+05 1.323426e+05 9.002443e-01 3.694491e+03 1.216272e+04 3.037553e-01 3.018903e+04 9.755413e+04 3.094593e-01 6.239951e+04 2.079189e+05 3.001147e-01 1.312387e+05 4.375999e+05 2.999057e-01 6.348318e+04 2.114717e+05 3.001971e-01 1.643882e+05 5.480671e+05 2.999418e-01 0.000000e+00 1.302387e+04 0.000000e+00 0.000000e+00 4.038275e+04 0.000000e+00 0.000000e+00 9.099834e+04 0.000000e+00 0.000000e+00 9.756218e+05 0.000000e+00 3.442061e+06 3.442061e+06 1.000000e+00 1.127129e+06 1.127129e+06 1.000000e+00 0.000000e+00 6.362276e+05 0.000000e+00 2.693564e+06 2.693564e+06 1.000000e+00
2.336000e+03 1.268202e-10 1.591751e+04 7.967337e-15 8.465696e-10 1.335192e+05 6.340434e-15 2.628859e-11 1.218839e+04 2.156856e-15 2.145820e-10 9.758646e+04 2.198891e-15 4.438769e-10 1.842066e+05 2.409669e-15 9.331916e-10 4.389239e+05 2.126089e-15 4.507200e-10 1.886607e+05 2.389051e-15 1.167042e-09 5.489548e+05 2.125935e-15 0.000000e+00 1.395707e+04 0.000000e+00 0.000000e+00 3.923435e+04 0.000000e+00 0.000000e+00 2.155477e+05 0.000000e+00 0.000000e+00 8.559117e+05 0.000000e+00 2.224493e+06 2.224493e+06 1.000000e+00 3.662530e+06 3.662530e+06 1.000000e+00 1.803983e+05 4.215390e+05 4.279515e-01 0.000000e+00 2.841746e+06 0.000000e+00
2.409000e+03 1.268202e-10 1.406186e+04 9.018737e-15 8.465696e-10 1.348698e+05 6.276941e-15 2.628859e-11 1.247924e+04 2.106586e-15 2.145820e-10 9.794316e+04 2.190883e-15 4.438769e-10 2.070401e+05 2.143917e-15 9.331916e-10 4.478347e+05 2.083786e-15 4.507200e-10 1.997257e+05 2.256695e-15 1.167042e-09 5.538020e+05 2.107327e-15 0.000000e+00 1.400542e+04 0.000000e+00 0.000000e+00 4.058116e+04 0.000000e+00 0.000000e+00 1.039758e+05 0.000000e+00 0.000000e+00 9.685269e+05 0.000000e+00 9.035828e-09 3.718232e+06 2.430141e-15 1.486318e-08 1.578414e+06 9.416528e-15 1.803983e+05 4.905217e+05 3.677682e-01 0.000000e+00 3.188414e+06 0.000000e+00
2.482000e+03 1.268202e-10 1.263055e+04 1.004075e-14 8.465696e-10 1.362403e+05 6.213799e-15 2.628859e-11 1.282424e+04 2.049914e-15 2.145820e-10 9.834949e+04 2.181831e-15 4.438769e-10 2.112516e+05 2.101177e-15 9.166470e-10 4.617325e+05 1.985234e-15 4.507200e-10 2.086279e+05 2.160402e-15 1.167042e-09 5.591922e+05 2.087015e-15 0.000000e+00 1.435265e+04 0.000000e+00 0.000000e+00 4.209814e+04 0.000000e+00 0.000000e+00 9.262289e+04 0.000000e+00 0.000000e+00 1.074371e+06 0.000000e+00 3.474828e+06 3.474828e+06 1.000000e+00 1.181021e+06 1.181021e+06 1.000000e+00 1.803983e+05 5.598586e+05 3.222211e-01 0.000000e+00 3.551674e+06 0.000000e+00
2.555000e+03 1.787268e+04 1.787268e+04 1.000000e+00 1.161927e+05 1.289093e+05 9.013524e-01 1.309791e+04 1.309791e+04 1.000000e+00 9.866684e+04 9.866684e+04 1.000000e+00 2.144271e+05 2.144271e+05 1.000000e+00 4.440759e+05 4.440759e+05 1.000000e+00 2.138369e+05 2.138369e+05 1.000000e+00 5.507302e+05 5.507302e+05 1.000000e+00 0.000000e+00 1.443262e+04 0.000000e+00 0.000000e+00 4.394112e+04 0.000000e+00 0.000000e+00 9.106466e+04 0.000000e+00 0.000000e+00 1.173901e+06 0.000000e+00 3.474828e+06 3.474828e+06 1.000000e+00 1.181021e+06 1.181021e+06 1.000000e+00 0.000000e+00 6.301230e+05 0.000000e+00 0.000000e+00 3.924729e+06 0.000000e+00
2.628000e+03 1.787268e+04 1.787268e+04 1.000000e+00 1.161927e+05 1.290612e+05 9.002913e-01 3.304118e+03 1.087072e+04 3.039465e-01 2.953999e+04 9.539296e+04 3.096663e-01 6.432812e+04 2.143317e+05 3.001335e-01 1.332228e+05 4.442087e+05 2.999103e-01 6.415107e+04 2.136911e+05 3.002046e-01 1.652191e+05 5.508295e+05 2.999459e-01 0.000000e+00 1.315843e+04 0.000000e+00 0.000000e+00 4.594469e+04 0.000000e+00 0.000000e+00 9.117996e+04 0.000000e+00 0.000000e+00 1.264122e+06 0.000000e+00 3.474828e+06 3.474828e+06 1.000000e+00 1.181021e+06 1.181021e+06 1.000000e+00 0.000000e+00 6.610537e+05 0.000000e+00 2.838747e+06 2.838747e+06 1.000000e+00
2.701000e+03 1.269847e-10 1.595621e+04 7.958327e-15 8.256104e-10 1.302365e+05 6.339315e-15 2.344718e-11 1.089190e+04 2.152718e-15 2.100744e-10 9.542443e+04 2.201474e-15 4.578555e-10 1.897373e+05 2.413103e-15 9.461091e-10 4.455122e+05 2.123643e-15 4.554620e-10 1.904190e+05 2.391893e-15 1.173703e-09 5.516932e+05 2.127457e-15 0.000000e+00 1.408287e+04 0.000000e+00 0.000000e+00 4.454084e+04 0.000000e+00 0.000000e+00 2.196279e+05 0.000000e+00 0.000000e+00 1.066792e+06 0.000000e+00 2.275235e+06 2.275235e+06 1.000000e+00 3.729353e+06 3.729353e+06 1.000000e+00 1.824775e+05 4.331758e+05 4.212551e-01 0.000000e+00 3.162411e+06 0.000000e+00
2.774000e+03 1.269847e-10 1.412395e+04 8.990735e-15 8.256104e-10 1.316251e+05 6.272438e-15 2.344718e-11 1.113675e+04 2.105388e-15 2.100744e-10 9.579244e+04 2.193017e-15 4.578555e-10 2.136455e+05 2.143062e-15 9.461091e-10 4.543761e+05 2.082216e-15 4.554620e-10 2.017454e+05 2.257607e-15 1.173703e-09 5.564461e+05 2.109285e-15 0.000000e+00 1.413172e+04 0.000000e+00 0.000000e+00 4.607197e+04 0.000000e+00 0.000000e+00 1.050870e+05 0.000000e+00 0.000000e+00 1.202558e+06 0.000000e+00 9.238937e-09 4.046488e+06 2.283199e-15 1.513724e-08 1.639893e+06 9.230627e-15 1.824775e+05 5.066021e+05 3.601989e-01 0.000000e+00 3.537206e+06 0.000000e+00
2.847000e+03 1.269847e-10 1.271529e+04 9.986773e-15 8.256104e-10 1.330475e+05 6.205381e-15 2.344718e-11 1.142718e+04 2.051879e-15 2.100744e-10 9.621179e+04 2.183458e-15 4.578555e-10 2.174671e+05 2.105402e-15 9.297826e-10 4.688098e+05 1.983283e-15 4.554620e-10 2.107814e+05 2.160827e-15 1.173703e-09 5.617264e+05 2.089458e-15 0.000000e+00 1.446948e+04 0.000000e+00 0.000000e+00 4.780429e+04 0.000000e+00 0.000000e+00 9.399327e+04 0.000000e+00 0.000000e+00 1.331315e+06 0.000000e+00 3.838450e+06 3.838450e+06 1.000000e+00 1.251288e+06 1.251288e+06 1.000000e+00 1.824775e+05 5.816699e+05 3.137132e-01 0.000000e+00 3.933445e+06 0.000000e+00
2.920000e+03 1.780858e+04 1.780858e+04 1.000000e+00 1.134265e+05 1.258351e+05 9.013898e-01 1.165857e+04 1.165857e+04 1.000000e+00 9.654240e+04 9.654240e+04 1.000000e+00 2.196465e+05 2.196465e+05 1.000000e+00 4.510888e+05 4.510888e+05 1.000000e+00 2.156108e+05 2.156108e+05 1.000000e+00 5.538835e+05 5.538835e+05 1.000000e+00 0.000000e+00 1.454897e+04 0.000000e+00 0.000000e+00 4.989442e+04 0.000000e+00 0.000000e+00 9.252729e+04 0.000000e+00 0.000000e+00 1.452080e+06 0.000000e+00 3.838450e+06 3.838450e+06 1.000000e+00 1.251288e+06 1.251288e+06 1.000000e+00 0.000000e+00 6.580966e+05 0.000000e+00 0.000000e+00 4.342399e+06 0.000000e+00
2.993000e+03 1.780858e+04 1.780858e+04 1.000000e+00 1.134265e+05 1.259974e+05 9.002286e-01 2.903387e+03 9.543053e+03 3.042409e-01 2.889896e+04 9.338922e+04 3.094464e-01 6.589396e+04 2.195396e+05 3.001461e-01 1.353266e+05 4.512219e+05 2.999115e-01 6.468323e+04 2.154616e+05 3.002077e-01 1.661651e+05 5.539819e+05 2.999468e-01 0.000000e+00 1.327890e+04 0.000000e+00 0.000000e+00 5.195127e+04 0.000000e+00 0.000000e+00 9.250429e+04 0.000000e+00 0.000000e+00 1.560427e+06 0.000000e+00 3.838450e+06 3.838450e+06 1.000000e+00 1.251288e+06 1.251288e+06 1.000000e+00 0.000000e+00 6.924300e+05 0.000000e+00 3.160066e+06 3.160066e+06 1.000000e+00
3.066000e+03 0.000000e+00 1.596809e+04 0.000000e+00 0.000000e+00 1.272687e+05 0.000000e+00 2.059861e-11 9.559387e+03 2.154804e-15 2.054364e-10 9.341952e+04 2.199073e-15 4.675927e-10 1.937891e+05 2.412895e-15 9.620138e-10 4.524386e+05 2.126286e-15 4.595554e-10 1.918176e+05 2.395794e-15 1.180602e-09 5.548350e+05 2.127843e-15 0.000000e+00 1.420348e+04 0.000000e+00 0.000000e+00 5.007300e+04 0.000000e+00 0.000000e+00 2.227266e+05 0.000000e+00 0.000000e+00 1.268179e+06 0.000000e+00 2.321722e+06 2.321722e+06 1.000000e+00 4.073062e+06 4.073062e+06 1.000000e+00 1.814650e+05 4.387504e+05 4.135951e-01 0.000000e+00 3.735343e+06 0.000000e+00
3.139000e+03 0.000000e+00 1.418661e+04 0.000000e+00 0.000000e+00 1.287375e+05 0.000000e+00 2.059861e-11 9.746163e+03 2.113509e-15 2.054364e-10 9.377337e+04 2.190775e-15 4.675927e-10 2.139633e+05 2.185388e-15 9.620138e-10 4.604017e+05 2.089510e-15 4.595554e-10 2.018347e+05 2.276889e-15 1.180602e-09 5.591880e+05 2.111279e-15 0.000000e+00 1.428476e+04 0.000000e+00 0.000000e+00 5.167452e+04 0.000000e+00 0.000000e+00 1.044935e+05 0.000000e+00 0.000000e+00 1.420371e+06 0.000000e+00 9.437942e-09 3.468867e+06 2.720756e-15 1.654225e-08 1.720894e+06 9.612593e-15 1.814650e+05 5.142749e+05 3.528561e-01 0.000000e+00 4.181045e+06 0.000000e+00
3.212000e+03 0.000000e+00 1.280137e+04 0.000000e+00 0.000000e+00 1.302136e+05 0.000000e+00 2.059861e-11 9.975747e+03 2.064868e-15 2.054364e-10 9.418732e+04 2.181147e-15 4.675927e-10 2.158591e+05 2.166194e-15 9.458130e-10 4.747928e+05 1.992054e-15 4.595554e-10 2.100440e+05 2.187901e-15 1.180602e-09 5.641522e+05 2.092701e-15 0.000000e+00 1.469990e+04 0.000000e+00 0.000000e+00 5.375860e+04 0.000000e+00 0.000000e+00 9.325467e+04 0.000000e+00 0.000000e+00 1.567120e+06 0.000000e+00 3.428723e+06 3.428723e+06 1.000000e+00 1.286657e+06 1.286657e+06 1.000000e+00 1.814650e+05 5.905307e+05 3.072915e-01 0.000000e+00 4.646285e+06 0.000000e+00
3.285000e+03 1.774610e+04 1.774610e+04 1.000000e+00 1.109711e+05 1.231059e+05 9.014282e-01 1.016855e+04 1.016855e+04 1.000000e+00 9.452579e+04 9.452579e+04 1.000000e+00 2.186357e+05 2.186357e+05 1.000000e+00 4.573425e+05 4.573425e+05 1.000000e+00 2.150046e+05 2.150046e+05 1.000000e+00 5.568374e+05 5.568374e+05 1.000000e+00 0.000000e+00 1.479739e+04 0.000000e+00 0.000000e+00 5.614241e+04 0.000000e+00 0.000000e+00 9.189817e+04 0.000000e+00 0.000000e+00 1.706314e+06 0.000000e+00 3.428723e+06 3.428723e+06 1.000000e+00 1.286657e+06 1.286657e+06 1.000000e+00 0.000000e+00 6.672936e+05 0.000000e+00 0.000000e+00 5.122907e+06 0.000000e+00
3.358000e+03 1.774610e+04 1.774610e+04 1.000000e+00 1.109711e+05 1.232694e+05 9.002327e-01 2.565765e+03 8.430061e+03 3.043590e-01 2.821053e+04 9.130803e+04 3.089601e-01 6.559070e+04 2.185324e+05 3.001417e-01 1.372028e+05 4.574746e+05 2.999134e-01 6.450138e+04 2.148564e+05 3.002070e-01 1.670512e+05 5.569337e+05 2.999481e-01 0.000000e+00 1.340608e+04 0.000000e+00 0.000000e+00 5.745309e+04 0.000000e+00 0.000000e+00 9.175186e+04 0.000000e+00 0.000000e+00 1.830642e+06 0.000000e+00 3.428723e+06 3.428723e+06 1.000000e+00 1.286657e+06 1.286657e+06 1.000000e+00 0.000000e+00 6.944290e+05 0.000000e+00 3.710176e+06 3.710176e+06 1.000000e+00
3.431000e+03 0.000000e+00 1.594472e+04 0.000000e+00 0.000000e+00 1.245585e+05 0.000000e+00 1.822796e-11 8.445248e+03 2.158368e-15 2.004834e-10 9.134079e+04 2.194894e-15 4.657328e-10 1.933638e+05 2.408583e-15 9.752132e-10 4.587631e+05 2.125745e-15 4.582088e-10 1.913244e+05 2.394931e-15 1.186944e-09 5.577812e+05 2.127975e-15 0.000000e+00 1.432560e+04 0.000000e+00 0.000000e+00 5.551229e+04 0.000000e+00 0.000000e+00 2.254374e+05 0.000000e+00 0.000000e+00 1.446143e+06 0.000000e+00 2.367281e+06 2.367281e+06 1.000000e+00 3.774256e+06 3.774256e+06 1.000000e+00 1.870779e+05 4.373485e+05 4.277547e-01 0.000000e+00 4.363028e+06 0.000000e+00
3.504000e+03 0.000000e+00 1.419519e+04 0.000000e+00 0.000000e+00 1.260521e+05 0.000000e+00 1.822796e-11 8.622580e+03 2.113979e-15 2.004834e-10 9.172270e+04 2.185755e-15 4.657328e-10 2.173509e+05 2.142769e-15 9.752132e-10 4.675464e+05 2.085810e-15 4.582088e-10 2.027508e+05 2.259961e-15 1.186944e-09 5.623227e+05 2.110789e-15 0.000000e+00 1.433742e+04 0.000000e+00 0.000000e+00 5.691772e+04 0.000000e+00 0.000000e+00 1.039683e+05 0.000000e+00 0.000000e+00 1.620905e+06 0.000000e+00 9.616889e-09 3.609630e+06 2.664232e-15 1.533888e-08 1.683670e+06 9.110382e-15 1.870779e+05 5.081664e+05 3.681429e-01 0.000000e+00 4.882484e+06 0.000000e+00
3.577000e+03 0.000000e+00 1.283094e+04 0.000000e+00 0.000000e+00 1.275523e+05 0.000000e+00 1.822796e-11 8.829698e+03 2.064392e-15 2.004834e-10 9.215801e+04 2.175431e-15 4.657328e-10 2.205972e+05 2.111236e-15 9.591194e-10 4.825401e+05 1.987647e-15 4.582088e-10 2.118562e+05 2.162830e-15 1.186944e-09 5.673517e+05 2.092079e-15 0.000000e+00 1.460458e+04 0.000000e+00 0.000000e+00 5.822712e+04 0.000000e+00 0.000000e+00 9.228560e+04 0.000000e+00 0.000000e+00 1.788817e+06 0.000000e+00 3.453468e+06 3.453468e+06 1.000000e+00 1.283891e+06 1.283891e+06 1.000000e+00 1.870779e+05 5.795081e+05 3.228219e-01 0.000000e+00 5.422291e+06 0.000000e+00
3.650000e+03 1.764283e+04 1.764283e+04 1.000000e+00 1.086718e+05 1.205511e+05 9.014583e-01 8.991839e+03 8.991839e+03 1.000000e+00 9.249600e+04 9.249600e+04 1.000000e+00 2.226451e+05 2.226451e+05 1.000000e+00 4.646776e+05 4.646776e+05 1.000000e+00 2.164897e+05 2.164897e+05 1.000000e+00 5.602839e+05 5.602839e+05 1.000000e+00 0.000000e+00 1.457696e+04 0.000000e+00 0.000000e+00 5.960819e+04 0.000000e+00 0.000000e+00 9.079296e+04 0.000000e+00 0.000000e+00 1.949507e+06 0.000000e+00 3.453468e+06 3.453468e+06 1.000000e+00 1.283891e+06 1.283891e+06 1.000000e+00 0.000000e+00 6.522792e+05 0.000000e+00 0.000000e+00 5.980049e+06 0.000000e+00
3.723000e+03 1.764283e+04 1.764283e+04 1.000000e+00 1.086718e+05 1.207128e+05 9.002510e-01 2.114606e+03 6.969675e+03 3.034009e-01 2.763750e+04 8.932878e+04 3.093907e-01 6.679352e+04 2.225157e+05 3.001744e-01 1.394033e+05 4.647716e+05 2.999393e-01 6.494690e+04 2.163223e+05 3.002321e-01 1.680852e+05 5.603425e+05 2.999686e-01 0.000000e+00 1.320982e+04 0.000000e+00 0.000000e+00 6.030003e+04 0.000000e+00 0.000000e+00 9.083025e+04 0.000000e+00 0.000000e+00 2.097960e+06 0.000000e+00 3.453468e+06 3.453468e+06 1.000000e+00 1.283891e+06 1.283891e+06 1.000000e+00 0.000000e+00 6.856777e+05 0.000000e+00 4.322901e+06 4.322901e+06 1.000000e+00
3.796000e+03 0.000000e+00 1.586849e+04 0.000000e+00 0.000000e+00 1.219971e+05 0.000000e+00 1.502733e-11 6.981645e+03 2.152406e-15 1.964546e-10 8.936222e+04 2.198407e-15 4.743282e-10 1.964297e+05 2.414748e-15 9.908311e-10 4.651979e+05 2.129913e-15 4.613202e-10 1.922648e+05 2.399400e-15 1.194673e-09 5.602998e+05 2.132203e-15 0.000000e+00 1.411087e+04 0.000000e+00 0.000000e+00 5.758380e+04 0.000000e+00 0.000000e+00 2.281448e+05 0.000000e+00 0.000000e+00 1.459153e+06 0.000000e+00 2.379732e+06 2.379732e+06 1.000000e+00 3.788239e+06 3.788239e+06 1.000000e+00 1.940329e+05 4.540006e+05 4.273846e-01 0.000000e+00 4.598753e+06 0.000000e+00
