year,Scientific_Name,Common_Name,fao_rgn,stock_id,TaxonKey,Resilience,tons
1980,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,47689.04042
1981,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,60174.4722
1982,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,54664.67482
1983,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,49867.13517
1984,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,45762.47484
1985,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,41644.93748
1986,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,38464.69639
1987,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,35256.09937
1988,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,32780.92873
1989,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,31310.16593
1990,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,36536.64056
1991,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23325.72458
1992,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19364.57392
1993,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19977.68431
1994,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21931.96883
1995,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19348.50567
1996,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23036.42189
1997,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23258.38757
1998,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,26632.5453
1999,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,27443.05846
2000,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21717.79211
2001,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17232.26684
2002,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16603.57083
2003,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14437.29964
2004,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14411.67022
2005,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,15312.46917
2006,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17419.57901
2007,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18931.2776
2008,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18464.89394
2009,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19816.3216
2010,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22832.48753
2011,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22001.75012
2012,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21620.04663
2013,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22818.15428
2014,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17308.19104
2015,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16385.91122
2016,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,6246.786983
2017,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,6915.735655
2018,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,7600.470705
2019,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,8239.912413
2020,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,8823.299159
2021,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,9356.250121
2022,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,9892.855928
2023,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,10520.7404
2024,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,11044.52195
2025,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,11674.69957
2026,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,12254.86715
2027,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,12892.26612
2028,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,13798.7291
2029,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14638.98338
2030,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,15538.57234
2031,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16189.83479
2032,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16879.89985
2033,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17411.42645
2034,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17872.77634
2035,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18245.8798
2036,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18578.09064
2037,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18923.78999
2038,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19265.39433
2039,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19553.62451
2040,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19974.75675
2041,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,20524.75751
2042,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21075.34239
2043,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21552.6139
2044,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21944.14743
2045,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22156.17023
2046,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22509.31069
2047,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22590.78625
2048,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23018.13194
2049,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23180.54251
2050,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23536.0396
2051,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23643.42465
2052,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23897.51175
2053,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23915.24847
2054,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24054.51497
2055,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24283.48115
2056,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24677.74746
2057,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24812.83233
2058,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24893.94466
2059,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,25085.24231
2060,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24893.7011
2061,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24829.27334
2062,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24603.02545
2063,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24487.69918
2064,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24476.18958
2065,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24518.10515
2066,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24690.2427
2067,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24719.43884
2068,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,24644.30082
1980,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,21462.4045
1981,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,32154.71845
