year,Scientific_Name,Common_Name,fao_rgn,stock_id,TaxonKey,Resilience,tons
1980,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,47689.04042
1981,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,60174.4722
1982,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,54664.67482
1983,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,49867.13517
1984,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,45762.47484
1985,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,41644.93748
1986,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,38464.69639
1987,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,35256.09937
1988,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,32780.92873
1989,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,31310.16593
1990,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,36536.64056
1991,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23325.72458
1992,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19364.57392
1993,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19977.68431
1994,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21931.96883
1995,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19348.50567
1996,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23036.42189
1997,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,23258.38757
1998,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,26632.5453
1999,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,27443.05846
2000,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21717.79211
2001,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17232.26684
2002,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16603.57083
2003,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14437.29964
2004,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14411.67022
2005,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,15312.46917
2006,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17419.57901
2007,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18931.2776
2008,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18464.89394
2009,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19816.3216
2010,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22832.48753
2011,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22001.75012
2012,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21620.04663
2013,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22818.15428
2014,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17308.19104
2015,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16385.91122
2016,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,8184.585684
2017,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,8808.234253
2018,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,9413.335472
2019,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,9945.119607
2020,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,10396.15981
2021,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,10787.47234
2022,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,11179.29689
2023,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,11675.8879
2024,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,12043.10006
2025,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,12525.18512
2026,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,12941.20674
2027,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,13375.12419
2028,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14134.58734
2029,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,14902.37265
2030,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,15689.76715
2031,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16165.76881
2032,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,16767.73322
2033,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17115.88797
2034,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17360.26257
2035,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17529.27023
2036,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17716.37518
2037,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,17896.63653
2038,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18118.75046
2039,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18337.17409
2040,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18563.52131
2041,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,18776.18716
2042,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19109.63642
2043,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,19674.82143
2044,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,20216.88112
2045,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,20663.41265
2046,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21026.78194
2047,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21286.30369
2048,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21580.02562
2049,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21636.0151
2050,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21734.14892
2051,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21761.30358
2052,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21703.44795
2053,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21672.98697
2054,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21719.01434
2055,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21821.46179
2056,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21874.67534
2057,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21985.13256
2058,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,21842.36773
2059,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22032.7388
2060,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22225.85506
2061,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22181.88601
2062,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22265.51579
2063,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22267.82077
2064,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22520.83939
2065,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22626.96259
2066,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22694.43805
2067,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22837.55146
2068,Sebastes marinus,Ocean perch,27,Sebastes_marinus-27,600501,NA,22991.77441
1980,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,21462.4045
1981,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,32154.71845
