rgn_id,stock_id_taxonkey,Year,meancatch
1,Sebastes_marinus-27_600501,1981,84788.58701
1,Sebastes_marinus-27_600501,1982,84788.58701
1,Sebastes_marinus-27_600501,1983,84788.58701
1,Sebastes_marinus-27_600501,1984,84788.58701
1,Sebastes_marinus-27_600501,1985,84788.58701
1,Sebastes_marinus-27_600501,1986,84788.58701
1,Sebastes_marinus-27_600501,1987,84788.58701
1,Sebastes_marinus-27_600501,1988,84788.58701
1,Sebastes_marinus-27_600501,1989,84788.58701
1,Sebastes_marinus-27_600501,1990,84788.58701
1,Sebastes_marinus-27_600501,1991,84788.58701
1,Sebastes_marinus-27_600501,1992,84788.58701
1,Sebastes_marinus-27_600501,1993,84788.58701
1,Sebastes_marinus-27_600501,1994,84788.58701
1,Sebastes_marinus-27_600501,1995,84788.58701
1,Sebastes_marinus-27_600501,1996,84788.58701
1,Sebastes_marinus-27_600501,1997,84788.58701
1,Sebastes_marinus-27_600501,1998,84788.58701
1,Sebastes_marinus-27_600501,1999,84788.58701
1,Sebastes_marinus-27_600501,2000,84788.58701
1,Sebastes_marinus-27_600501,2001,84788.58701
1,Sebastes_marinus-27_600501,2002,84788.58701
1,Sebastes_marinus-27_600501,2003,84788.58701
1,Sebastes_marinus-27_600501,2004,84788.58701
1,Sebastes_marinus-27_600501,2005,84788.58701
1,Sebastes_marinus-27_600501,2006,84788.58701
1,Sebastes_marinus-27_600501,2007,84788.58701
1,Sebastes_marinus-27_600501,2008,84788.58701
1,Sebastes_marinus-27_600501,2009,84788.58701
1,Sebastes_marinus-27_600501,2010,84788.58701
1,Sebastes_marinus-27_600501,2011,84788.58701
1,Sebastes_marinus-27_600501,2012,84788.58701
1,Sebastes_marinus-27_600501,2013,84788.58701
1,Sebastes_marinus-27_600501,2014,84788.58701
1,Sebastes_marinus-27_600501,2015,84788.58701
1,Sebastes_mentella-27_600505,1981,33474.50652
1,Sebastes_mentella-27_600505,1982,33474.50652
1,Sebastes_mentella-27_600505,1983,33474.50652
1,Sebastes_mentella-27_600505,1984,33474.50652
1,Sebastes_mentella-27_600505,1985,33474.50652
1,Sebastes_mentella-27_600505,1986,33474.50652
1,Sebastes_mentella-27_600505,1987,33474.50652
1,Sebastes_mentella-27_600505,1988,33474.50652
1,Sebastes_mentella-27_600505,1989,33474.50652
1,Sebastes_mentella-27_600505,1990,33474.50652
1,Sebastes_mentella-27_600505,1991,33474.50652
1,Sebastes_mentella-27_600505,1992,33474.50652
1,Sebastes_mentella-27_600505,1993,33474.50652
1,Sebastes_mentella-27_600505,1994,33474.50652
1,Sebastes_mentella-27_600505,1995,33474.50652
1,Sebastes_mentella-27_600505,1996,33474.50652
1,Sebastes_mentella-27_600505,1997,33474.50652
1,Sebastes_mentella-27_600505,1998,33474.50652
1,Sebastes_mentella-27_600505,1999,33474.50652
1,Sebastes_mentella-27_600505,2000,33474.50652
1,Sebastes_mentella-27_600505,2001,33474.50652
1,Sebastes_mentella-27_600505,2002,33474.50652
1,Sebastes_mentella-27_600505,2003,33474.50652
1,Sebastes_mentella-27_600505,2004,33474.50652
1,Sebastes_mentella-27_600505,2005,33474.50652
1,Sebastes_mentella-27_600505,2006,33474.50652
1,Sebastes_mentella-27_600505,2007,33474.50652
1,Sebastes_mentella-27_600505,2008,33474.50652
1,Sebastes_mentella-27_600505,2009,33474.50652
1,Sebastes_mentella-27_600505,2010,33474.50652
1,Sebastes_mentella-27_600505,2011,33474.50652
1,Sebastes_mentella-27_600505,2012,33474.50652
1,Sebastes_mentella-27_600505,2013,33474.50652
1,Sebastes_mentella-27_600505,2014,33474.50652
1,Sebastes_mentella-27_600505,2015,33474.50652
1,Reinhardtius_hippoglossoides-27_600516,1981,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1982,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1983,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1984,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1985,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1986,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1987,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1988,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1989,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1990,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1991,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1992,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1993,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1994,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1995,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1996,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1997,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1998,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,1999,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2000,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2001,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2002,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2003,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2004,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2005,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2006,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2007,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2008,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2009,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2010,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2011,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2012,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2013,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2014,15715.07207
1,Reinhardtius_hippoglossoides-27_600516,2015,15715.07207
1,Melanogrammus_aeglefinus-27_601381,1981,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1982,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1983,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1984,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1985,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1986,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1987,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1988,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1989,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1990,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1991,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1992,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1993,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1994,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1995,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1996,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1997,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1998,638437.0821
1,Melanogrammus_aeglefinus-27_601381,1999,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2000,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2001,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2002,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2003,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2004,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2005,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2006,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2007,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2008,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2009,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2010,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2011,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2012,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2013,638437.0821
